RFfreq	RFpower	real(S(2,1))[0, ::]
1.00000000000000000E9	2.20000000000000018E1	-1.41097083831180958E0
1.00000000000000000E9	2.29999999999999982E1	-1.28608054863459875E0
1.00000000000000000E9	2.39999999999999991E1	-1.16833315647692859E0
1.00000000000000000E9	2.50000000000000000E1	-1.05524568628952120E0
1.00000000000000000E9	2.60000000000000009E1	-9.48606845036512070E-1
1.00000000000000000E9	2.70000000000000018E1	-8.50309239614748158E-1
1.00000000000000000E9	2.79999999999999982E1	-7.60840115258940575E-1
1.00000000000000000E9	2.89999999999999991E1	-6.79957541577696745E-1
1.00000000000000000E9	3.00000000000000000E1	-6.07131835647515317E-1

RFfreq	RFpower	real(S(2,1))[1, ::]
1.10000000000000009E9	-2.00000000000000000E1	-4.35598971939112189E0
1.10000000000000009E9	-1.89999999999999991E1	-4.35593177550226152E0
1.10000000000000009E9	-1.80000000000000004E1	-4.35585886928385513E0
1.10000000000000009E9	-1.69999999999999996E1	-4.35576715042119211E0
1.10000000000000009E9	-1.60000000000000009E1	-4.35565178552010401E0
1.10000000000000009E9	-1.50000000000000000E1	-4.35550671161122160E0
1.10000000000000009E9	-1.39999999999999991E1	-4.35532433047333356E0
1.10000000000000009E9	-1.30000000000000004E1	-4.35509513110467505E0
1.10000000000000009E9	-1.19999999999999996E1	-4.35480722587284852E0
1.10000000000000009E9	-1.10000000000000009E1	-4.35444578440736052E0
1.10000000000000009E9	-1.00000000000000000E1	-4.35399234863608786E0
1.10000000000000009E9	-9.00000000000000000E0	-4.35342401324130268E0
1.10000000000000009E9	-8.00000000000000000E0	-4.35271245925569250E0
1.10000000000000009E9	-7.00000000000000000E0	-4.35182283576372431E0
1.10000000000000009E9	-6.00000000000000000E0	-4.35071249656425874E0
1.10000000000000009E9	-5.00000000000000000E0	-4.34932961397071161E0
1.10000000000000009E9	-4.00000000000000000E0	-4.34761170046118561E0
1.10000000000000009E9	-3.00000000000000000E0	-4.34548404074350714E0
1.10000000000000009E9	-2.00000000000000000E0	-4.34285786920832795E0
1.10000000000000009E9	-1.00000000000000000E0	-4.33962754055424682E0
1.10000000000000009E9	0.00000000000000000E0	-4.33566411560679565E0
1.10000000000000009E9	1.00000000000000000E0	-4.33079734748063228E0
1.10000000000000009E9	2.00000000000000000E0	-4.32476194986765350E0
1.10000000000000009E9	3.00000000000000000E0	-4.31284958331187163E0
1.10000000000000009E9	4.00000000000000000E0	-4.28019811946214634E0
1.10000000000000009E9	5.00000000000000000E0	-4.24063806127190190E0
1.10000000000000009E9	6.00000000000000000E0	-4.19866448166325767E0
1.10000000000000009E9	7.00000000000000000E0	-4.14389037387020398E0
1.10000000000000009E9	8.00000000000000000E0	-4.05566879211054143E0
1.10000000000000009E9	9.00000000000000000E0	-3.92236681302084245E0
1.10000000000000009E9	1.00000000000000000E1	-3.75074454101062837E0
1.10000000000000009E9	1.10000000000000009E1	-3.55505209998035054E0
1.10000000000000009E9	1.19999999999999996E1	-3.34846441258710215E0
1.10000000000000009E9	1.30000000000000004E1	-3.13422304365463544E0
1.10000000000000009E9	1.39999999999999991E1	-2.90993461796549324E0
1.10000000000000009E9	1.50000000000000000E1	-2.67935643253379707E0
1.10000000000000009E9	1.60000000000000009E1	-2.45300498453693017E0
1.10000000000000009E9	1.69999999999999996E1	-2.23807524332303176E0
1.10000000000000009E9	1.80000000000000004E1	-2.03781418742094322E0
1.10000000000000009E9	1.89999999999999991E1	-1.85373162059018326E0
1.10000000000000009E9	2.00000000000000000E1	-1.68611468966585099E0
1.10000000000000009E9	2.10000000000000009E1	-1.53424542019121324E0
1.10000000000000009E9	2.20000000000000018E1	-1.39593589054384837E0
1.10000000000000009E9	2.29999999999999982E1	-1.26876504334355089E0
1.10000000000000009E9	2.39999999999999991E1	-1.15206475406023645E0
1.10000000000000009E9	2.50000000000000000E1	-1.04386794284797668E0
1.10000000000000009E9	2.60000000000000009E1	-9.41390176141016255E-1
1.10000000000000009E9	2.70000000000000018E1	-8.45359746209355656E-1
1.10000000000000009E9	2.79999999999999982E1	-7.57140810626916494E-1
1.10000000000000009E9	2.89999999999999991E1	-6.77022499270590572E-1
1.10000000000000009E9	3.00000000000000000E1	-6.04705544131481254E-1

RFfreq	RFpower	real(S(2,1))[2, ::]
1.19999999999999996E9	-2.00000000000000000E1	-4.31089479505451756E0
1.19999999999999996E9	-1.89999999999999991E1	-4.31083741221256922E0
1.19999999999999996E9	-1.80000000000000004E1	-4.31076521146293778E0
1.19999999999999996E9	-1.69999999999999996E1	-4.31067437939162712E0
1.19999999999999996E9	-1.60000000000000009E1	-4.31056012877273087E0
1.19999999999999996E9	-1.50000000000000000E1	-4.31041645430638631E0
1.19999999999999996E9	-1.39999999999999991E1	-4.31023582965895269E0
1.19999999999999996E9	-1.30000000000000004E1	-4.31000883320581263E0
1.19999999999999996E9	-1.19999999999999996E1	-4.30972368806800876E0
1.19999999999999996E9	-1.10000000000000009E1	-4.30936570053878487E0
1.19999999999999996E9	-1.00000000000000000E1	-4.30891658027616042E0
1.19999999999999996E9	-9.00000000000000000E0	-4.30835362641185871E0
1.19999999999999996E9	-8.00000000000000000E0	-4.30764876701228694E0
1.19999999999999996E9	-7.00000000000000000E0	-4.30676744634602660E0
1.19999999999999996E9	-6.00000000000000000E0	-4.30566736601876077E0
1.19999999999999996E9	-5.00000000000000000E0	-4.30429710131800558E0
1.19999999999999996E9	-4.00000000000000000E0	-4.30259462275710725E0
1.19999999999999996E9	-3.00000000000000000E0	-4.30048572762053638E0
1.19999999999999996E9	-2.00000000000000000E0	-4.29788222676454801E0
1.19999999999999996E9	-1.00000000000000000E0	-4.29467917092577789E0
1.19999999999999996E9	0.00000000000000000E0	-4.29074865085367829E0
1.19999999999999996E9	1.00000000000000000E0	-4.28592249065572339E0
1.19999999999999996E9	2.00000000000000000E0	-4.27994070830532625E0
1.19999999999999996E9	3.00000000000000000E0	-4.26921673773400734E0
1.19999999999999996E9	4.00000000000000000E0	-4.23636140201469313E0
1.19999999999999996E9	5.00000000000000000E0	-4.19795965961642104E0
1.19999999999999996E9	6.00000000000000000E0	-4.15604424140443918E0
1.19999999999999996E9	7.00000000000000000E0	-4.10213382417559558E0
1.19999999999999996E9	8.00000000000000000E0	-4.01518441460934650E0
1.19999999999999996E9	9.00000000000000000E0	-3.88599958939678913E0
1.19999999999999996E9	1.00000000000000000E1	-3.71721238997229975E0
1.19999999999999996E9	1.10000000000000009E1	-3.52368073588754527E0
1.19999999999999996E9	1.19999999999999996E1	-3.31788252228040736E0
1.19999999999999996E9	1.30000000000000004E1	-3.10459645135782569E0
1.19999999999999996E9	1.39999999999999991E1	-2.88419405854644717E0
1.19999999999999996E9	1.50000000000000000E1	-2.65879811509643860E0
1.19999999999999996E9	1.60000000000000009E1	-2.43631987265932493E0
1.19999999999999996E9	1.69999999999999996E1	-2.22335726183283056E0
1.19999999999999996E9	1.80000000000000004E1	-2.02429806900518550E0
1.19999999999999996E9	1.89999999999999991E1	-1.84096593143033083E0
1.19999999999999996E9	2.00000000000000000E1	-1.67349978431984336E0
1.19999999999999996E9	2.10000000000000009E1	-1.52043751308123354E0
1.19999999999999996E9	2.20000000000000018E1	-1.37933697017334556E0
1.19999999999999996E9	2.29999999999999982E1	-1.24973237988093144E0
1.19999999999999996E9	2.39999999999999991E1	-1.13205291140969821E0
1.19999999999999996E9	2.50000000000000000E1	-1.02574006481570135E0
1.19999999999999996E9	2.60000000000000009E1	-9.28558098555346945E-1
1.19999999999999996E9	2.70000000000000018E1	-8.37259928340787418E-1
1.19999999999999996E9	2.79999999999999982E1	-7.51679056765140263E-1
1.19999999999999996E9	2.89999999999999991E1	-6.73005035270722018E-1
1.19999999999999996E9	3.00000000000000000E1	-6.01560342590826735E-1

RFfreq	RFpower	real(S(2,1))[3, ::]
1.30000000000000004E9	-2.00000000000000000E1	-4.26253288204967706E0
1.30000000000000004E9	-1.89999999999999991E1	-4.26247613361708666E0
1.30000000000000004E9	-1.80000000000000004E1	-4.26240473063674052E0
1.30000000000000004E9	-1.69999999999999996E1	-4.26231490146542935E0
1.30000000000000004E9	-1.60000000000000009E1	-4.26220191115711788E0
1.30000000000000004E9	-1.50000000000000000E1	-4.26205981974465065E0
1.30000000000000004E9	-1.39999999999999991E1	-4.26188118238074942E0
1.30000000000000004E9	-1.30000000000000004E1	-4.26165667882529409E0
1.30000000000000004E9	-1.19999999999999996E1	-4.26137465794811288E0
1.30000000000000004E9	-1.10000000000000009E1	-4.26102058139377604E0
1.30000000000000004E9	-1.00000000000000000E1	-4.26057634977774491E0
1.30000000000000004E9	-9.00000000000000000E0	-4.26001949545451986E0
1.30000000000000004E9	-8.00000000000000000E0	-4.25932222901784652E0
1.30000000000000004E9	-7.00000000000000000E0	-4.25845033341343271E0
1.30000000000000004E9	-6.00000000000000000E0	-4.25736191132001718E0
1.30000000000000004E9	-5.00000000000000000E0	-4.25600600501166859E0
1.30000000000000004E9	-4.00000000000000000E0	-4.25432111996603890E0
1.30000000000000004E9	-3.00000000000000000E0	-4.25223365712734669E0
1.30000000000000004E9	-2.00000000000000000E0	-4.24965611073722549E0
1.30000000000000004E9	-1.00000000000000000E0	-4.24648435288637405E0
1.30000000000000004E9	0.00000000000000000E0	-4.24259165456692333E0
1.30000000000000004E9	1.00000000000000000E0	-4.23781210673183217E0
1.30000000000000004E9	2.00000000000000000E0	-4.23189133747413049E0
1.30000000000000004E9	3.00000000000000000E0	-4.22156614087449178E0
1.30000000000000004E9	4.00000000000000000E0	-4.18879092989143853E0
1.30000000000000004E9	5.00000000000000000E0	-4.15240182118640622E0
1.30000000000000004E9	6.00000000000000000E0	-4.11048837048813720E0
1.30000000000000004E9	7.00000000000000000E0	-4.05714792523115531E0
1.30000000000000004E9	8.00000000000000000E0	-3.97182054868487233E0
1.30000000000000004E9	9.00000000000000000E0	-3.84702572914099195E0
1.30000000000000004E9	1.00000000000000000E1	-3.68141679875876449E0
1.30000000000000004E9	1.10000000000000009E1	-3.49037144356321916E0
1.30000000000000004E9	1.19999999999999996E1	-3.28524840339369684E0
1.30000000000000004E9	1.30000000000000004E1	-3.07242273742660377E0
1.30000000000000004E9	1.39999999999999991E1	-2.85552162310515278E0
1.30000000000000004E9	1.50000000000000000E1	-2.63654254789310105E0
1.30000000000000004E9	1.60000000000000009E1	-2.41834529030552048E0
1.30000000000000004E9	1.69999999999999996E1	-2.20804951844994912E0
1.30000000000000004E9	1.80000000000000004E1	-2.01061845271098916E0
1.30000000000000004E9	1.89999999999999991E1	-1.82816336973400606E0
1.30000000000000004E9	2.00000000000000000E1	-1.66051266072028492E0
1.30000000000000004E9	2.10000000000000009E1	-1.50545798504652528E0
1.30000000000000004E9	2.20000000000000018E1	-1.36187290404186445E0
1.30000000000000004E9	2.29999999999999982E1	-1.23058343424895078E0
1.30000000000000004E9	2.39999999999999991E1	-1.11176798917313246E0
1.30000000000000004E9	2.50000000000000000E1	-1.00492198738013916E0
1.30000000000000004E9	2.60000000000000009E1	-9.09101494831302936E-1
1.30000000000000004E9	2.70000000000000018E1	-8.22575354393997671E-1
1.30000000000000004E9	2.79999999999999982E1	-7.42301715799154671E-1
1.30000000000000004E9	2.89999999999999991E1	-6.66849989417521982E-1
1.30000000000000004E9	3.00000000000000000E1	-5.97145571396474395E-1

RFfreq	RFpower	real(S(2,1))[4, ::]
1.39999999999999991E9	-2.00000000000000000E1	-4.21105183932164806E0
1.39999999999999991E9	-1.89999999999999991E1	-4.21099580054404221E0
1.39999999999999991E9	-1.80000000000000004E1	-4.21092529000875704E0
1.39999999999999991E9	-1.69999999999999996E1	-4.21083658284350548E0
1.39999999999999991E9	-1.60000000000000009E1	-4.21072500265889715E0
1.39999999999999991E9	-1.50000000000000000E1	-4.21058468269410735E0
1.39999999999999991E9	-1.39999999999999991E1	-4.21040826945556201E0
1.39999999999999991E9	-1.30000000000000004E1	-4.21018655643900530E0
1.39999999999999991E9	-1.19999999999999996E1	-4.20990803370065514E0
1.39999999999999991E9	-1.10000000000000009E1	-4.20955833749504293E0
1.39999999999999991E9	-1.00000000000000000E1	-4.20911958336336678E0
1.39999999999999991E9	-9.00000000000000000E0	-4.20856956662298298E0
1.39999999999999991E9	-8.00000000000000000E0	-4.20788081715702411E0
1.39999999999999991E9	-7.00000000000000000E0	-4.20701950186229201E0
1.39999999999999991E9	-6.00000000000000000E0	-4.20594417965079082E0
1.39999999999999991E9	-5.00000000000000000E0	-4.20460442706045523E0
1.39999999999999991E9	-4.00000000000000000E0	-4.20293936524586886E0
1.39999999999999991E9	-3.00000000000000000E0	-4.20087609496815695E0
1.39999999999999991E9	-2.00000000000000000E0	-4.19832790715242954E0
1.39999999999999991E9	-1.00000000000000000E0	-4.19519162786521260E0
1.39999999999999991E9	0.00000000000000000E0	-4.19134186488585669E0
1.39999999999999991E9	1.00000000000000000E0	-4.18661517007049166E0
1.39999999999999991E9	2.00000000000000000E0	-4.18076305597451725E0
1.39999999999999991E9	3.00000000000000000E0	-4.17070610855362922E0
1.39999999999999991E9	4.00000000000000000E0	-4.13838785334320214E0
1.39999999999999991E9	5.00000000000000000E0	-4.10411908810123549E0
1.39999999999999991E9	6.00000000000000000E0	-4.06214816776060417E0
1.39999999999999991E9	7.00000000000000000E0	-4.00912922163213370E0
1.39999999999999991E9	8.00000000000000000E0	-3.92572738639400498E0
1.39999999999999991E9	9.00000000000000000E0	-3.80428647448289903E0
1.39999999999999991E9	1.00000000000000000E1	-3.64336408715760562E0
1.39999999999999991E9	1.10000000000000009E1	-3.45513078301639265E0
1.39999999999999991E9	1.19999999999999996E1	-3.25078739395358296E0
1.39999999999999991E9	1.30000000000000004E1	-3.03824945543921832E0
1.39999999999999991E9	1.39999999999999991E1	-2.82476296549721040E0
1.39999999999999991E9	1.50000000000000000E1	-2.61158919595056815E0
1.39999999999999991E9	1.60000000000000009E1	-2.39874505097018131E0
1.39999999999999991E9	1.69999999999999996E1	-2.19193632317681253E0
1.39999999999999991E9	1.80000000000000004E1	-1.99659022766793393E0
1.39999999999999991E9	1.89999999999999991E1	-1.81502829880071670E0
1.39999999999999991E9	2.00000000000000000E1	-1.64646421225282391E0
1.39999999999999991E9	2.10000000000000009E1	-1.48930928264095463E0
1.39999999999999991E9	2.20000000000000018E1	-1.34422106198735092E0
1.39999999999999991E9	2.29999999999999982E1	-1.21188948264792584E0
1.39999999999999991E9	2.39999999999999991E1	-1.09220915804104002E0
1.39999999999999991E9	2.50000000000000000E1	-9.84586455709091624E-1
1.39999999999999991E9	2.60000000000000009E1	-8.88183331336561643E-1
1.39999999999999991E9	2.70000000000000018E1	-8.02051814946430497E-1
1.39999999999999991E9	2.79999999999999982E1	-7.25015614354706539E-1
1.39999999999999991E9	2.89999999999999991E1	-6.55049978649768860E-1
1.39999999999999991E9	3.00000000000000000E1	-5.89631395479124087E-1

RFfreq	RFpower	real(S(2,1))[5, ::]
1.50000000000000000E9	-2.00000000000000000E1	-4.15660562320367788E0
1.50000000000000000E9	-1.89999999999999991E1	-4.15655037027650032E0
1.50000000000000000E9	-1.80000000000000004E1	-4.15648084806266649E0
1.50000000000000000E9	-1.69999999999999996E1	-4.15639338352865995E0
1.50000000000000000E9	-1.60000000000000009E1	-4.15628336520548558E0
1.50000000000000000E9	-1.50000000000000000E1	-4.15614500752424210E0
1.50000000000000000E9	-1.39999999999999991E1	-4.15597105835750025E0
1.50000000000000000E9	-1.30000000000000004E1	-4.15575243747721679E0
1.50000000000000000E9	-1.19999999999999996E1	-4.15547779181146204E0
1.50000000000000000E9	-1.10000000000000009E1	-4.15513295181094122E0
1.50000000000000000E9	-1.00000000000000000E1	-4.15470027234730832E0
1.50000000000000000E9	-9.00000000000000000E0	-4.15415784202734795E0
1.50000000000000000E9	-8.00000000000000000E0	-4.15347854758030621E0
1.50000000000000000E9	-7.00000000000000000E0	-4.15262898616501896E0
1.50000000000000000E9	-6.00000000000000000E0	-4.15156822972056094E0
1.50000000000000000E9	-5.00000000000000000E0	-4.15024645822939231E0
1.50000000000000000E9	-4.00000000000000000E0	-4.14860349208445545E0
1.50000000000000000E9	-3.00000000000000000E0	-4.14656723178221220E0
1.50000000000000000E9	-2.00000000000000000E0	-4.14405188305968508E0
1.50000000000000000E9	-1.00000000000000000E0	-4.14095536412968013E0
1.50000000000000000E9	0.00000000000000000E0	-4.13715378049324123E0
1.50000000000000000E9	1.00000000000000000E0	-4.13248633567176871E0
1.50000000000000000E9	2.00000000000000000E0	-4.12671066959000754E0
1.50000000000000000E9	3.00000000000000000E0	-4.11701169639051479E0
1.50000000000000000E9	4.00000000000000000E0	-4.08530595389484574E0
1.50000000000000000E9	5.00000000000000000E0	-4.05119354780955643E0
1.50000000000000000E9	6.00000000000000000E0	-4.01118172404366380E0
1.50000000000000000E9	7.00000000000000000E0	-3.95852085531557574E0
1.50000000000000000E9	8.00000000000000000E0	-3.87706112077690568E0
1.50000000000000000E9	9.00000000000000000E0	-3.75850477044356568E0
1.50000000000000000E9	1.00000000000000000E1	-3.60306600627209628E0
1.50000000000000000E9	1.10000000000000009E1	-3.41795437499826082E0
1.50000000000000000E9	1.19999999999999996E1	-3.21469089865023738E0
1.50000000000000000E9	1.30000000000000004E1	-3.00261582586314946E0
1.50000000000000000E9	1.39999999999999991E1	-2.79172772913934031E0
1.50000000000000000E9	1.50000000000000000E1	-2.58369024697783756E0
1.50000000000000000E9	1.60000000000000009E1	-2.37707292349718324E0
1.50000000000000000E9	1.69999999999999996E1	-2.17470632058650049E0
1.50000000000000000E9	1.80000000000000004E1	-1.98191648916418672E0
1.50000000000000000E9	1.89999999999999991E1	-1.80101470344229431E0
1.50000000000000000E9	2.00000000000000000E1	-1.63115650932624323E0
1.50000000000000000E9	2.10000000000000009E1	-1.47259091411190179E0
1.50000000000000000E9	2.20000000000000018E1	-1.32666152474597920E0
1.50000000000000000E9	2.29999999999999982E1	-1.19378329282924023E0
1.50000000000000000E9	2.39999999999999991E1	-1.07361189290850900E0
1.50000000000000000E9	2.50000000000000000E1	-9.65411693954369277E-1
1.50000000000000000E9	2.60000000000000009E1	-8.68364271390868403E-1
1.50000000000000000E9	2.70000000000000018E1	-7.81589539136854672E-1
1.50000000000000000E9	2.79999999999999982E1	-7.04181305552359937E-1
1.50000000000000000E9	2.89999999999999991E1	-6.35232087454615879E-1
1.50000000000000000E9	3.00000000000000000E1	-5.73695533849966832E-1

RFfreq	RFpower	real(S(2,1))[6, ::]
1.60000000000000009E9	-2.00000000000000000E1	-4.09935323713782562E0
1.60000000000000009E9	-1.89999999999999991E1	-4.09929884625084018E0
1.60000000000000009E9	-1.80000000000000004E1	-4.09923040823281593E0
1.60000000000000009E9	-1.69999999999999996E1	-4.09914430696085041E0
1.60000000000000009E9	-1.60000000000000009E1	-4.09903600225673515E0
1.60000000000000009E9	-1.50000000000000000E1	-4.09889979774031321E0
1.60000000000000009E9	-1.39999999999999991E1	-4.09872855268108705E0
1.60000000000000009E9	-1.30000000000000004E1	-4.09851332569747218E0
1.60000000000000009E9	-1.19999999999999996E1	-4.09824293632312919E0
1.60000000000000009E9	-1.10000000000000009E1	-4.09790342886844705E0
1.60000000000000009E9	-1.00000000000000000E1	-4.09747742206333321E0
1.60000000000000009E9	-9.00000000000000000E0	-4.09694332832522612E0
1.60000000000000009E9	-8.00000000000000000E0	-4.09627442909205630E0
1.60000000000000009E9	-7.00000000000000000E0	-4.09543779857244949E0
1.60000000000000009E9	-6.00000000000000000E0	-4.09439307926138341E0
1.60000000000000009E9	-5.00000000000000000E0	-4.09309112488449856E0
1.60000000000000009E9	-4.00000000000000000E0	-4.09147254029761331E0
1.60000000000000009E9	-3.00000000000000000E0	-4.08946612803777754E0
1.60000000000000009E9	-2.00000000000000000E0	-4.08698712998675351E0
1.60000000000000009E9	-1.00000000000000000E0	-4.08393469837533374E0
1.60000000000000009E9	0.00000000000000000E0	-4.08018659983499177E0
1.60000000000000009E9	1.00000000000000000E0	-4.07558487552956272E0
1.60000000000000009E9	2.00000000000000000E0	-4.06989350464451949E0
1.60000000000000009E9	3.00000000000000000E0	-4.06064149080077286E0
1.60000000000000009E9	4.00000000000000000E0	-4.02970395343648047E0
1.60000000000000009E9	5.00000000000000000E0	-3.99561090907901084E0
1.60000000000000009E9	6.00000000000000000E0	-3.95775133468544116E0
1.60000000000000009E9	7.00000000000000000E0	-3.90547284671795669E0
1.60000000000000009E9	8.00000000000000000E0	-3.82598011791381998E0
1.60000000000000009E9	9.00000000000000000E0	-3.71028658424968372E0
1.60000000000000009E9	1.00000000000000000E1	-3.56048131079957253E0
1.60000000000000009E9	1.10000000000000009E1	-3.37883639043675643E0
1.60000000000000009E9	1.19999999999999996E1	-3.17711287412300880E0
1.60000000000000009E9	1.30000000000000004E1	-2.96641441389202587E0
1.60000000000000009E9	1.39999999999999991E1	-2.75691162233383480E0
1.60000000000000009E9	1.50000000000000000E1	-2.55290863583422478E0
1.60000000000000009E9	1.60000000000000009E1	-2.35280827898932543E0
1.60000000000000009E9	1.69999999999999996E1	-2.15590997698110520E0
1.60000000000000009E9	1.80000000000000004E1	-1.96613568063222388E0
1.60000000000000009E9	1.89999999999999991E1	-1.78563657311255586E0
1.60000000000000009E9	2.00000000000000000E1	-1.61486753511967196E0
1.60000000000000009E9	2.10000000000000009E1	-1.45570337320754506E0
1.60000000000000009E9	2.20000000000000018E1	-1.30947025333269695E0
1.60000000000000009E9	2.29999999999999982E1	-1.17635700101802598E0
1.60000000000000009E9	2.39999999999999991E1	-1.05592011200202451E0
1.60000000000000009E9	2.50000000000000000E1	-9.47420592679908680E-1
1.60000000000000009E9	2.60000000000000009E1	-8.49993383883138698E-1
1.60000000000000009E9	2.70000000000000018E1	-7.62731140265120722E-1
1.60000000000000009E9	2.79999999999999982E1	-6.84714463122410422E-1
1.60000000000000009E9	2.89999999999999991E1	-6.15136152780786816E-1
1.60000000000000009E9	3.00000000000000000E1	-5.53185848777791644E-1

RFfreq	RFpower	real(S(2,1))[7, ::]
1.69999999999999996E9	-2.00000000000000000E1	-4.03945768817805195E0
1.69999999999999996E9	-1.89999999999999991E1	-4.03940423457188746E0
1.69999999999999996E9	-1.80000000000000004E1	-4.03933697543455228E0
1.69999999999999996E9	-1.69999999999999996E1	-4.03925235656640957E0
1.69999999999999996E9	-1.60000000000000009E1	-4.03914591537792500E0
1.69999999999999996E9	-1.50000000000000000E1	-4.03901205258589968E0
1.69999999999999996E9	-1.39999999999999991E1	-4.03884374878064811E0
1.69999999999999996E9	-1.30000000000000004E1	-4.03863221386976079E0
1.69999999999999996E9	-1.19999999999999996E1	-4.03836645557677265E0
1.69999999999999996E9	-1.10000000000000009E1	-4.03803275156457175E0
1.69999999999999996E9	-1.00000000000000000E1	-4.03761400876128995E0
1.69999999999999996E9	-9.00000000000000000E0	-4.03708899372173491E0
1.69999999999999996E9	-8.00000000000000000E0	-4.03643142027461099E0
1.69999999999999996E9	-7.00000000000000000E0	-4.03560888633652581E0
1.69999999999999996E9	-6.00000000000000000E0	-4.03458166246890304E0
1.69999999999999996E9	-5.00000000000000000E0	-4.03330134662571016E0
1.69999999999999996E9	-4.00000000000000000E0	-4.03170941387010373E0
1.69999999999999996E9	-3.00000000000000000E0	-4.02973567208589056E0
1.69999999999999996E9	-2.00000000000000000E0	-4.02729652219218970E0
1.69999999999999996E9	-1.00000000000000000E0	-4.02429249413997070E0
1.69999999999999996E9	0.00000000000000000E0	-4.02060317964647407E0
1.69999999999999996E9	1.00000000000000000E0	-4.01607363727860278E0
1.69999999999999996E9	2.00000000000000000E0	-4.01047436709477889E0
1.69999999999999996E9	3.00000000000000000E0	-4.00175765195330779E0
1.69999999999999996E9	4.00000000000000000E0	-3.97174435583101282E0
1.69999999999999996E9	5.00000000000000000E0	-3.93761315398500855E0
1.69999999999999996E9	6.00000000000000000E0	-3.90202386018687397E0
1.69999999999999996E9	7.00000000000000000E0	-3.85013873372192350E0
1.69999999999999996E9	8.00000000000000000E0	-3.77264177114588639E0
1.69999999999999996E9	9.00000000000000000E0	-3.65979021073666955E0
1.69999999999999996E9	1.00000000000000000E1	-3.51404105335445438E0
1.69999999999999996E9	1.10000000000000009E1	-3.33777907263104989E0
1.69999999999999996E9	1.19999999999999996E1	-3.13816841517357359E0
1.69999999999999996E9	1.30000000000000004E1	-2.92920544332327593E0
1.69999999999999996E9	1.39999999999999991E1	-2.72088930125318873E0
1.69999999999999996E9	1.50000000000000000E1	-2.51972027805897936E0
1.69999999999999996E9	1.60000000000000009E1	-2.32550932072683647E0
1.69999999999999996E9	1.69999999999999996E1	-2.13491835618180215E0
1.69999999999999996E9	1.80000000000000004E1	-1.94864032428484002E0
1.69999999999999996E9	1.89999999999999991E1	-1.76877301903201878E0
1.69999999999999996E9	2.00000000000000000E1	-1.59793639712154079E0
