freq	real(S(1,1))
5.27000000009999958E9	-2.69712890247794990E-1
5.28000000009999848E9	-2.71953482014993231E-1
5.29000000009999916E9	-2.74187425444998389E-1
5.30000000009999894E9	-2.76414712820194142E-1
5.31000000009999873E9	-2.78635336550373225E-1
5.32000000009999940E9	-2.80849289172048078E-1
5.33000000009999830E9	-2.83056563347453993E-1
5.34000000009999898E9	-2.85257151863705927E-1
5.35000000009999876E9	-2.87451047631807954E-1
5.36000000009999944E9	-2.89638243685749330E-1
5.37000000009999923E9	-2.91818733181788748E-1
5.38000000009999901E9	-2.93992509397325108E-1
5.39000000009999880E9	-2.96159565730097052E-1
5.40000000009999859E9	-2.98319895697413795E-1
5.41000000009999926E9	-3.00473492935110187E-1
5.42000000009999905E9	-3.02620351196683046E-1
5.43000000009999884E9	-3.04760464352576399E-1
5.44000000009999862E9	-3.06893826389091684E-1
5.45000000009999930E9	-3.09020431407626717E-1
5.46000000009999908E9	-3.11140273623928021E-1
5.47000000009999887E9	-3.13253347366997170E-1
5.48000000009999866E9	-3.15359647078340988E-1
5.49000000009999845E9	-3.17459167311198165E-1
5.50000000009999912E9	-3.19551902729576787E-1
5.51000000009999891E9	-3.21637848107440671E-1
5.52000000009999958E9	-3.23716998327871686E-1
5.53000000009999848E9	-3.25789348382271005E-1
5.54000000009999916E9	-3.27854893369406852E-1
5.55000000009999894E9	-3.29913628494740241E-1
5.56000000009999873E9	-3.31965549069498600E-1
5.57000000009999940E9	-3.34010650509821616E-1
5.58000000009999830E9	-3.36048928336036479E-1
5.59000000009999898E9	-3.38080378171833917E-1
5.60000000009999876E9	-3.40104995743315897E-1
5.61000000009999944E9	-3.42122776878401780E-1
5.62000000009999923E9	-3.44133717505818337E-1
5.63000000009999901E9	-3.46137813654455950E-1
5.64000000009999880E9	-3.48135061452458672E-1
5.65000000009999859E9	-3.50125457126496897E-1
5.66000000009999926E9	-3.52108997001029511E-1
5.67000000009999905E9	-3.54085677497280837E-1
5.68000000009999884E9	-3.56055495132745126E-1
5.69000000009999862E9	-3.58018446520327771E-1
5.70000000009999930E9	-3.59974528367464908E-1
5.71000000009999908E9	-3.61923737475350915E-1
5.72000000009999887E9	-3.63866070738375402E-1
5.73000000009999866E9	-3.65801525143147233E-1
5.74000000009999845E9	-3.67730097767860897E-1
5.75000000009999912E9	-3.69651785781499687E-1
5.76000000009999891E9	-3.71566586442949731E-1
5.77000000009999958E9	-3.73474497100591218E-1
5.78000000009999848E9	-3.75375515191173381E-1
5.79000000009999916E9	-3.77269638239364546E-1
5.80000000009999894E9	-3.79156863856806492E-1
5.81000000009999873E9	-3.81037189741601834E-1
5.82000000009999940E9	-3.82910613677323930E-1
5.83000000009999830E9	-3.84777133532484861E-1
5.84000000009999898E9	-3.86636747259814895E-1
5.85000000009999876E9	-3.88489452895388077E-1
5.86000000009999944E9	-3.90335248558191683E-1
5.87000000009999923E9	-3.92174132449028789E-1
5.88000000009999901E9	-3.94006102850146167E-1
5.89000000009999880E9	-3.95831158124465121E-1
5.90000000009999859E9	-3.97649296714665734E-1
5.91000000009999926E9	-3.99460517142842608E-1
5.92000000009999905E9	-4.01264818009545632E-1
5.93000000009999884E9	-4.03062197993164517E-1
5.94000000009999862E9	-4.04852655849344067E-1
5.95000000009999930E9	-4.06636190410223453E-1
5.96000000009999908E9	-4.08412800583689695E-1
