VGS	VDS	aLookAtMe_SimWizard0..IDS.i[0, ::]
-1.10000000000000031E0	3.00000000000000133E0	3.32094408854171164E-3
-1.10000000000000031E0	3.10000000000000142E0	3.32389674526863299E-3
-1.10000000000000031E0	3.20000000000000151E0	3.32631948903817776E-3
-1.10000000000000031E0	3.30000000000000160E0	3.32830713907402398E-3
-1.10000000000000031E0	3.40000000000000169E0	3.32993764134700898E-3
-1.10000000000000031E0	3.50000000000000178E0	3.33127504066587399E-3
-1.10000000000000031E0	3.60000000000000187E0	3.33237193930707587E-3
-1.10000000000000031E0	3.70000000000000195E0	3.33327152755780620E-3
-1.10000000000000031E0	3.80000000000000204E0	3.33400925847328633E-3
-1.10000000000000031E0	3.90000000000000213E0	3.33461422768693616E-3
-1.10000000000000031E0	4.00000000000000178E0	3.33511030920923890E-3
-1.10000000000000031E0	4.10000000000000142E0	3.33551708969009608E-3
-1.10000000000000031E0	4.20000000000000107E0	3.33585063645074342E-3
-1.10000000000000031E0	4.30000000000000071E0	3.33612412855617357E-3
-1.10000000000000031E0	4.40000000000000036E0	3.33634837514611160E-3
-1.10000000000000031E0	4.50000000000000000E0	3.33653224102792256E-3
-1.10000000000000031E0	4.59999999999999964E0	3.33668299603118967E-3
-1.10000000000000031E0	4.69999999999999929E0	3.33680660171836152E-3
-1.10000000000000031E0	4.79999999999999893E0	3.33690794664249690E-3
-1.10000000000000031E0	4.89999999999999858E0	3.33699103935779817E-3
-1.10000000000000031E0	4.99999999999999822E0	3.33705916675056358E-3
-1.10000000000000031E0	5.09999999999999787E0	3.33711502390909365E-3
-1.10000000000000031E0	5.19999999999999751E0	3.33716082063986175E-3
-1.10000000000000031E0	5.29999999999999716E0	3.33719836882408583E-3
-1.10000000000000031E0	5.39999999999999680E0	3.33722915405671028E-3
-1.10000000000000031E0	5.49999999999999645E0	3.33725439439377825E-3
-1.10000000000000031E0	5.59999999999999609E0	3.33727508852567745E-3
-1.10000000000000031E0	5.69999999999999574E0	3.33729205527896156E-3
-1.10000000000000031E0	5.79999999999999538E0	3.33730596600640883E-3
-1.10000000000000031E0	5.89999999999999503E0	3.33731737114540694E-3
-1.10000000000000031E0	6.00000000000000000E0	3.33732672199407654E-3

VGS	VDS	aLookAtMe_SimWizard0..IDS.i[7, ::]
-1.05000000000000027E0	1.00000000000000000E-1	4.62514798521637083E-4
-1.05000000000000027E0	2.00000000000000000E-1	9.08598078194248338E-4
-1.05000000000000027E0	3.00000000000000044E-1	1.33144997549777555E-3
-1.05000000000000027E0	4.00000000000000000E-1	1.72570365389400582E-3
-1.05000000000000027E0	5.00000000000000000E-1	2.08761048372396685E-3
-1.05000000000000027E0	6.00000000000000000E-1	2.41505359284400622E-3
-1.05000000000000027E0	7.00000000000000000E-1	2.70741662566760599E-3
-1.05000000000000027E0	7.99999999999999911E-1	2.96535133491074276E-3
-1.05000000000000027E0	9.00000000000000000E-1	3.19049251896533326E-3
-1.05000000000000027E0	0.99999999999999989E0	3.38516377697719628E-3
-1.05000000000000027E0	1.09999999999999987E0	3.55210652879798516E-3
-1.05000000000000027E0	1.19999999999999996E0	3.69425189085473837E-3
-1.05000000000000027E0	1.30000000000000004E0	3.81454343648587946E-3
-1.05000000000000027E0	1.40000000000000013E0	3.91581025197552801E-3
-1.05000000000000027E0	1.50000000000000022E0	4.00068438621617695E-3
-1.05000000000000027E0	1.60000000000000031E0	4.07155432068708478E-3
-1.05000000000000027E0	1.70000000000000040E0	4.13054565205860058E-3
-1.05000000000000027E0	1.80000000000000049E0	4.17952097022805980E-3
-1.05000000000000027E0	1.90000000000000058E0	4.22009228214557730E-3
-1.05000000000000027E0	2.00000000000000044E0	4.25364083867963316E-3
-1.05000000000000027E0	2.10000000000000053E0	4.28134061654797371E-3
-1.05000000000000027E0	2.20000000000000062E0	4.30418287495292695E-3
-1.05000000000000027E0	2.30000000000000071E0	4.32300011829772313E-3
-1.05000000000000027E0	2.40000000000000080E0	4.33848847048172637E-3
-1.05000000000000027E0	2.50000000000000089E0	4.35122794146231140E-3
-1.05000000000000027E0	2.60000000000000098E0	4.36170038638247703E-3
-1.05000000000000027E0	2.70000000000000107E0	4.37030516152736048E-3
-1.05000000000000027E0	2.80000000000000115E0	4.37737260289269159E-3
-1.05000000000000027E0	2.90000000000000124E0	4.38317551810995809E-3
-1.05000000000000027E0	3.00000000000000133E0	4.38793891011239001E-3
-1.05000000000000027E0	3.10000000000000142E0	4.39184815503083570E-3
-1.05000000000000027E0	3.20000000000000151E0	4.39505584693179774E-3
-1.05000000000000027E0	3.30000000000000160E0	4.39768750457562252E-3
-1.05000000000000027E0	3.40000000000000169E0	4.39984631455501951E-3
-1.05000000000000027E0	3.50000000000000178E0	4.40161706358318838E-3
-1.05000000000000027E0	3.60000000000000187E0	4.40306939187855484E-3
-1.05000000000000027E0	3.70000000000000195E0	4.40426048038252826E-3
-1.05000000000000027E0	3.80000000000000204E0	4.40523726733254151E-3
-1.05000000000000027E0	3.90000000000000213E0	4.40603827460308484E-3
-1.05000000000000027E0	4.00000000000000178E0	4.40669511116071799E-3
-1.05000000000000027E0	4.10000000000000142E0	4.40723370980751206E-3
-1.05000000000000027E0	4.20000000000000107E0	4.40767534391587468E-3
-1.05000000000000027E0	4.30000000000000071E0	4.40803746288194276E-3
-1.05000000000000027E0	4.40000000000000036E0	4.40833437834383979E-3
-1.05000000000000027E0	4.50000000000000000E0	4.40857782763642536E-3
-1.05000000000000027E0	4.59999999999999964E0	4.40877743632054120E-3
-1.05000000000000027E0	4.69999999999999929E0	4.40894109778026255E-3
-1.05000000000000027E0	4.79999999999999893E0	4.40907528470199050E-3
-1.05000000000000027E0	4.89999999999999858E0	4.40918530462097191E-3
-1.05000000000000027E0	4.99999999999999822E0	4.40927550955379388E-3
-1.05000000000000027E0	5.09999999999999787E0	4.40934946794913873E-3
-1.05000000000000027E0	5.19999999999999751E0	4.40941010571860303E-3
-1.05000000000000027E0	5.29999999999999716E0	4.40945982189983177E-3
-1.05000000000000027E0	5.39999999999999680E0	4.40950058350985863E-3
-1.05000000000000027E0	5.49999999999999645E0	4.40953400332898227E-3
-1.05000000000000027E0	5.59999999999999609E0	4.40956140368483052E-3
-1.05000000000000027E0	5.69999999999999574E0	4.40958386875463226E-3
-1.05000000000000027E0	5.79999999999999538E0	4.40960228745146932E-3
-1.05000000000000027E0	5.89999999999999503E0	4.40961738858904351E-3
-1.05000000000000027E0	6.00000000000000000E0	4.40962976971474063E-3

VGS	VDS	aLookAtMe_SimWizard0..IDS.i[8, ::]
-1.00000000000000022E0	1.00000000000000000E-1	5.87370650233436464E-4
-1.00000000000000022E0	2.00000000000000000E-1	1.15308476106966773E-3
-1.00000000000000022E0	3.00000000000000044E-1	1.68880381953915037E-3
-1.00000000000000022E0	4.00000000000000000E-1	2.18797381903670152E-3
-1.00000000000000022E0	5.00000000000000000E-1	2.64603831947579327E-3
-1.00000000000000022E0	6.00000000000000000E-1	3.06044834048108694E-3
-1.00000000000000022E0	7.00000000000000000E-1	3.43050033350313255E-3
-1.00000000000000022E0	7.99999999999999911E-1	3.75705294743240525E-3
-1.00000000000000022E0	9.00000000000000000E-1	4.04217951761328642E-3
-1.00000000000000022E0	0.99999999999999989E0	4.28880800425933195E-3
-1.00000000000000022E0	1.09999999999999987E0	4.50038767964072406E-3
-1.00000000000000022E0	1.19999999999999996E0	4.68060689100040506E-3
-1.00000000000000022E0	1.30000000000000004E0	4.83317241481092097E-3
-1.00000000000000022E0	1.40000000000000013E0	4.96165037053308922E-3
-1.00000000000000022E0	1.50000000000000022E0	5.06936197198648486E-3
-1.00000000000000022E0	1.60000000000000031E0	5.15932413347729568E-3
-1.00000000000000022E0	1.70000000000000040E0	5.23422421413700079E-3
-1.00000000000000022E0	1.80000000000000049E0	5.29641901607978305E-3
-1.00000000000000022E0	1.90000000000000058E0	5.34794975609500689E-3
-1.00000000000000022E0	2.00000000000000044E0	5.39056655477783053E-3
-1.00000000000000022E0	2.10000000000000053E0	5.42575770455962214E-3
-1.00000000000000022E0	2.20000000000000062E0	5.45478043256976797E-3
-1.00000000000000022E0	2.30000000000000071E0	5.47869101986155727E-3
-1.00000000000000022E0	2.40000000000000080E0	5.49837299152942549E-3
-1.00000000000000022E0	2.50000000000000089E0	5.51456269719420522E-3
-1.00000000000000022E0	2.60000000000000098E0	5.52787201056164168E-3
-1.00000000000000022E0	2.70000000000000107E0	5.53880813950225992E-3
-1.00000000000000022E0	2.80000000000000115E0	5.54779069582486350E-3
-1.00000000000000022E0	2.90000000000000124E0	5.55516625922983209E-3
-1.00000000000000022E0	3.00000000000000133E0	5.56122070723273687E-3
-1.00000000000000022E0	3.10000000000000142E0	5.56618958971468292E-3
-1.00000000000000022E0	3.20000000000000151E0	5.57026681542048241E-3
-1.00000000000000022E0	3.30000000000000160E0	5.57361189644644028E-3
-1.00000000000000022E0	3.40000000000000169E0	5.57635597092620827E-3
-1.00000000000000022E0	3.50000000000000178E0	5.57860679712058793E-3
-1.00000000000000022E0	3.60000000000000187E0	5.58045288595899081E-3
-1.00000000000000022E0	3.70000000000000195E0	5.58196691487360486E-3
-1.00000000000000022E0	3.80000000000000204E0	5.58320854403496103E-3
-1.00000000000000022E0	3.90000000000000213E0	5.58422673699002559E-3
-1.00000000000000022E0	4.00000000000000178E0	5.58506167116501295E-3
-1.00000000000000022E0	4.10000000000000142E0	5.58574630954056950E-3
-1.00000000000000022E0	4.20000000000000107E0	5.58630769279934025E-3
-1.00000000000000022E0	4.30000000000000071E0	5.58676800112923466E-3
-1.00000000000000022E0	4.40000000000000036E0	5.58714542638753997E-3
-1.00000000000000022E0	4.50000000000000000E0	5.58745488825577574E-3
-1.00000000000000022E0	4.59999999999999964E0	5.58770862213004538E-3
-1.00000000000000022E0	4.69999999999999929E0	5.58791666161114264E-3
-1.00000000000000022E0	4.79999999999999893E0	5.58808723441795863E-3
-1.00000000000000022E0	4.89999999999999858E0	5.58822708721067407E-3
-1.00000000000000022E0	4.99999999999999822E0	5.58834175205545236E-3
-1.00000000000000022E0	5.09999999999999787E0	5.58843576499356942E-3
-1.00000000000000022E0	5.19999999999999751E0	5.58851284530890347E-3
-1.00000000000000022E0	5.29999999999999716E0	5.58857604255091189E-3
-1.00000000000000022E0	5.39999999999999680E0	5.58862785710596466E-3
-1.00000000000000022E0	5.49999999999999645E0	5.58867033907168853E-3
-1.00000000000000022E0	5.59999999999999609E0	5.58870516933570194E-3
-1.00000000000000022E0	5.69999999999999574E0	5.58873372605942276E-3
-1.00000000000000022E0	5.79999999999999538E0	5.58875713919302441E-3
-1.00000000000000022E0	5.89999999999999503E0	5.58877633517518380E-3
-1.00000000000000022E0	6.00000000000000000E0	5.58879207358429930E-3

VGS	VDS	aLookAtMe_SimWizard0..IDS.i[9, ::]
-9.50000000000000355E-1	1.00000000000000000E-1	7.23829218838752908E-4
-9.50000000000000355E-1	2.00000000000000000E-1	1.42001534436808363E-3
-9.50000000000000355E-1	3.00000000000000044E-1	2.07866450710940143E-3
-9.50000000000000355E-1	4.00000000000000000E-1	2.69202924041582836E-3
-9.50000000000000355E-1	5.00000000000000000E-1	3.25474561700922216E-3
-9.50000000000000355E-1	6.00000000000000000E-1	3.76383862265644442E-3
-9.50000000000000355E-1	7.00000000000000000E-1	4.21853033061317539E-3
-9.50000000000000355E-1	7.99999999999999911E-1	4.61990735363071892E-3
-9.50000000000000355E-1	9.00000000000000000E-1	4.97051185408166596E-3
-9.50000000000000355E-1	0.99999999999999989E0	5.27391554001578022E-3
-9.50000000000000355E-1	1.09999999999999987E0	5.53432275842156152E-3
-9.50000000000000355E-1	1.19999999999999996E0	5.75623205518439640E-3
-9.50000000000000355E-1	1.30000000000000004E0	5.94416964902864287E-3
-9.50000000000000355E-1	1.40000000000000013E0	6.10249576038929931E-3
-9.50000000000000355E-1	1.50000000000000022E0	6.23527654999006398E-3
-9.50000000000000355E-1	1.60000000000000031E0	6.34621023027432951E-3
-9.50000000000000355E-1	1.70000000000000040E0	6.43859476062810465E-3
-9.50000000000000355E-1	1.80000000000000049E0	6.51532533090453025E-3
-9.50000000000000355E-1	1.90000000000000058E0	6.57891163653525446E-3
-9.50000000000000355E-1	2.00000000000000044E0	6.63150707736287703E-3
-9.50000000000000355E-1	2.10000000000000053E0	6.67494405841035032E-3
-9.50000000000000355E-1	2.20000000000000062E0	6.71077132706086132E-3
-9.50000000000000355E-1	2.30000000000000071E0	6.74029067835996010E-3
-9.50000000000000355E-1	2.40000000000000080E0	6.76459140891642896E-3
-9.50000000000000355E-1	2.50000000000000089E0	6.78458164884951476E-3
-9.50000000000000355E-1	2.60000000000000098E0	6.80101621120098176E-3
-9.50000000000000355E-1	2.70000000000000107E0	6.81452092790231667E-3
-9.50000000000000355E-1	2.80000000000000115E0	6.82561364096882972E-3
-9.50000000000000355E-1	2.90000000000000124E0	6.83472212696233949E-3
-9.50000000000000355E-1	3.00000000000000133E0	6.84219928199391614E-3
-9.50000000000000355E-1	3.10000000000000142E0	6.84833590541327197E-3
-9.50000000000000355E-1	3.20000000000000151E0	6.85337140809820866E-3
-9.50000000000000355E-1	3.30000000000000160E0	6.85750274625409340E-3
-9.50000000000000355E-1	3.40000000000000169E0	6.86089185063753515E-3
-9.50000000000000355E-1	3.50000000000000178E0	6.86367178840794434E-3
-9.50000000000000355E-1	3.60000000000000187E0	6.86595186295029247E-3
-9.50000000000000355E-1	3.70000000000000195E0	6.86782182742498559E-3
-9.50000000000000355E-1	3.80000000000000204E0	6.86935536117035284E-3
-9.50000000000000355E-1	3.90000000000000213E0	6.87061293463173772E-3
-9.50000000000000355E-1	4.00000000000000178E0	6.87164416816230084E-3
-9.50000000000000355E-1	4.10000000000000142E0	6.87248977262608207E-3
-9.50000000000000355E-1	4.20000000000000107E0	6.87318314494978377E-3
-9.50000000000000355E-1	4.30000000000000071E0	6.87375167930560060E-3
-9.50000000000000355E-1	4.40000000000000036E0	6.87421784415684733E-3
-9.50000000000000355E-1	4.50000000000000000E0	6.87460006667363288E-3
-9.50000000000000355E-1	4.59999999999999964E0	6.87491345876717919E-3
-9.50000000000000355E-1	4.69999999999999929E0	6.87517041296905518E-3
-9.50000000000000355E-1	4.79999999999999893E0	6.87538109139616527E-3
-9.50000000000000355E-1	4.89999999999999858E0	6.87555382692273120E-3
-9.50000000000000355E-1	4.99999999999999822E0	6.87569545228067458E-3
-9.50000000000000355E-1	5.09999999999999787E0	6.87581157000851118E-3
-9.50000000000000355E-1	5.19999999999999751E0	6.87590677386171834E-3
-9.50000000000000355E-1	5.29999999999999716E0	6.87598483039941666E-3
-9.50000000000000355E-1	5.39999999999999680E0	6.87604882790175331E-3
-9.50000000000000355E-1	5.49999999999999645E0	6.87610129849004270E-3
-9.50000000000000355E-1	5.59999999999999609E0	6.87614431826742134E-3
-9.50000000000000355E-1	5.69999999999999574E0	6.87617958943397234E-3
-9.50000000000000355E-1	5.79999999999999538E0	6.87620850761883950E-3
-9.50000000000000355E-1	5.89999999999999503E0	6.87623221708957466E-3
-9.50000000000000355E-1	6.00000000000000000E0	6.87625165602065991E-3

VGS	VDS	aLookAtMe_SimWizard0..IDS.i[10, ::]
-9.00000000000000178E-1	1.00000000000000000E-1	8.71879267942477654E-4
-9.00000000000000178E-1	2.00000000000000000E-1	1.70933875710230510E-3
-9.00000000000000178E-1	3.00000000000000044E-1	2.50093730080448751E-3
-9.00000000000000178E-1	4.00000000000000000E-1	3.23774515389938955E-3
-9.00000000000000178E-1	5.00000000000000000E-1	3.91360150981079080E-3
-9.00000000000000178E-1	6.00000000000000000E-1	4.52511540069475782E-3
-9.00000000000000178E-1	7.00000000000000000E-1	5.07144646462902493E-3
-9.00000000000000178E-1	7.99999999999999911E-1	5.55392619102077667E-3
-9.00000000000000178E-1	9.00000000000000000E-1	5.97558994813146427E-3
-9.00000000000000178E-1	0.99999999999999989E0	6.34068618036543619E-3
-9.00000000000000178E-1	1.09999999999999987E0	6.65421555909399842E-3
-9.00000000000000178E-1	1.19999999999999996E0	6.92153479418693607E-3
-9.00000000000000178E-1	1.30000000000000004E0	7.14804198269917102E-3
-9.00000000000000178E-1	1.40000000000000013E0	7.33894590963018434E-3
-9.00000000000000178E-1	1.50000000000000022E0	7.49911191803801458E-3
-9.00000000000000178E-1	1.60000000000000031E0	7.63297168826404260E-3
-9.00000000000000178E-1	1.70000000000000040E0	7.74448255433979149E-3
-9.00000000000000178E-1	1.80000000000000049E0	7.83712263901962380E-3
-9.00000000000000178E-1	1.90000000000000058E0	7.91391002352774997E-3
-9.00000000000000178E-1	2.00000000000000044E0	7.97743657759015878E-3
-9.00000000000000178E-1	2.10000000000000053E0	8.02990944913044480E-3
-9.00000000000000178E-1	2.20000000000000062E0	8.07319528300492806E-3
-9.00000000000000178E-1	2.30000000000000071E0	8.10886390406471946E-3
-9.00000000000000178E-1	2.40000000000000080E0	8.13822946175042894E-3
-9.00000000000000178E-1	2.50000000000000089E0	8.16238794170033266E-3
-9.00000000000000178E-1	2.60000000000000098E0	8.18225057282005963E-3
-9.00000000000000178E-1	2.70000000000000107E0	8.19857306405896757E-3
-9.00000000000000178E-1	2.80000000000000115E0	8.21198085309274362E-3
-9.00000000000000178E-1	2.90000000000000124E0	8.22299068691118507E-3
-9.00000000000000178E-1	3.00000000000000133E0	8.23202891822427496E-3
-9.00000000000000178E-1	3.10000000000000142E0	8.23944691808447871E-3
-9.00000000000000178E-1	3.20000000000000151E0	8.24553399279613686E-3
-9.00000000000000178E-1	3.30000000000000160E0	8.25052816473791850E-3
-9.00000000000000178E-1	3.40000000000000169E0	8.25462514052192375E-3
-9.00000000000000178E-1	3.50000000000000178E0	8.25798575126167655E-3
-9.00000000000000178E-1	3.60000000000000187E0	8.26074211182883111E-3
-9.00000000000000178E-1	3.70000000000000195E0	8.26300271064050840E-3
-9.00000000000000178E-1	3.80000000000000204E0	8.26485660962315727E-3
-9.00000000000000178E-1	3.90000000000000213E0	8.26637690585091889E-3
-9.00000000000000178E-1	4.00000000000000178E0	8.26762358191998281E-3
-9.00000000000000178E-1	4.10000000000000142E0	8.26864585116213568E-3
-9.00000000000000178E-1	4.20000000000000107E0	8.26948408599218610E-3
-9.00000000000000178E-1	4.30000000000000071E0	8.27017140265926187E-3
-9.00000000000000178E-1	4.40000000000000036E0	8.27073496306774558E-3
-9.00000000000000178E-1	4.50000000000000000E0	8.27119704380580956E-3
-9.00000000000000178E-1	4.59999999999999964E0	8.27157591375824097E-3
-9.00000000000000178E-1	4.69999999999999929E0	8.27188655440855136E-3
-9.00000000000000178E-1	4.79999999999999893E0	8.27214125091428798E-3
-9.00000000000000178E-1	4.89999999999999858E0	8.27235007706350345E-3
-9.00000000000000178E-1	4.99999999999999822E0	8.27252129311294127E-3
-9.00000000000000178E-1	5.09999999999999787E0	8.27266167212360415E-3
-9.00000000000000178E-1	5.19999999999999751E0	8.27277676762135883E-3
-9.00000000000000178E-1	5.29999999999999716E0	8.27287113311697020E-3
-9.00000000000000178E-1	5.39999999999999680E0	8.27294850213323762E-3
-9.00000000000000178E-1	5.49999999999999645E0	8.27301193583736172E-3
-9.00000000000000178E-1	5.59999999999999609E0	8.27306394410289059E-3
-9.00000000000000178E-1	5.69999999999999574E0	8.27310658478026184E-3
-9.00000000000000178E-1	5.79999999999999538E0	8.27314154509631372E-3
-9.00000000000000178E-1	5.89999999999999503E0	8.27317020839834427E-3
-9.00000000000000178E-1	6.00000000000000000E0	8.27319370888054806E-3

VGS	VDS	aLookAtMe_SimWizard0..IDS.i[11, ::]
-8.50000000000000178E-1	1.00000000000000000E-1	1.03144275064692548E-3
-8.50000000000000178E-1	2.00000000000000000E-1	2.02087961013705186E-3
-8.50000000000000178E-1	3.00000000000000044E-1	2.95535504868669241E-3
-8.50000000000000178E-1	4.00000000000000000E-1	3.82478527833582937E-3
-8.50000000000000178E-1	5.00000000000000000E-1	4.62223285090727742E-3
-8.50000000000000178E-1	6.00000000000000000E-1	5.34390416735996521E-3
-8.50000000000000178E-1	7.00000000000000000E-1	5.98890666266407212E-3
-8.50000000000000178E-1	7.99999999999999911E-1	6.55882854952369598E-3
-8.50000000000000178E-1	9.00000000000000000E-1	7.05721590115715181E-3
-8.50000000000000178E-1	0.99999999999999989E0	7.48901950083135937E-3
-8.50000000000000178E-1	1.09999999999999987E0	7.86007066746435612E-3
-8.50000000000000178E-1	1.19999999999999996E0	8.17662637008001525E-3
-8.50000000000000178E-1	1.30000000000000004E0	8.44500447417813049E-3
-8.50000000000000178E-1	1.40000000000000013E0	8.67131358968260635E-3
-8.50000000000000178E-1	1.50000000000000022E0	8.86127047635390497E-3
-8.50000000000000178E-1	1.60000000000000031E0	9.02009143354827359E-3
-8.50000000000000178E-1	1.70000000000000040E0	9.15244166841409168E-3
-8.50000000000000178E-1	1.80000000000000049E0	9.26242702603733470E-3
-8.50000000000000178E-1	1.90000000000000058E0	9.35361445828495519E-3
-8.50000000000000178E-1	2.00000000000000044E0	9.42907026120198566E-3
-8.50000000000000178E-1	2.10000000000000053E0	9.49140780377819482E-3
-8.50000000000000178E-1	2.20000000000000062E0	9.54283886279871929E-3
-8.50000000000000178E-1	2.30000000000000071E0	9.58522462895263594E-3
-8.50000000000000178E-1	2.40000000000000080E0	9.62012394215117084E-3
-8.50000000000000178E-1	2.50000000000000089E0	9.64883739787633310E-3
-8.50000000000000178E-1	2.60000000000000098E0	9.67244671581341642E-3
-8.50000000000000178E-1	2.70000000000000107E0	9.69184925428185373E-3
-8.50000000000000178E-1	2.80000000000000115E0	9.70778785779372377E-3
-8.50000000000000178E-1	2.90000000000000124E0	9.72087639643309842E-3
-8.50000000000000178E-1	3.00000000000000133E0	9.73162143767893006E-3
-8.50000000000000178E-1	3.10000000000000142E0	9.74044051539717692E-3
-8.50000000000000178E-1	3.20000000000000151E0	9.74767744939857472E-3
-8.50000000000000178E-1	3.30000000000000160E0	9.75361513754335263E-3
-8.50000000000000178E-1	3.40000000000000169E0	9.75848620104557440E-3
-8.50000000000000178E-1	3.50000000000000178E0	9.76248181888220223E-3
-8.50000000000000178E-1	3.60000000000000187E0	9.76575904300020525E-3
-8.50000000000000178E-1	3.70000000000000195E0	9.76844684458291646E-3
-8.50000000000000178E-1	3.80000000000000204E0	9.77065110411479054E-3
-8.50000000000000178E-1	3.90000000000000213E0	9.77245872479142008E-3
-8.50000000000000178E-1	4.00000000000000178E0	9.77394101995491837E-3
-8.50000000000000178E-1	4.10000000000000142E0	9.77515650044369089E-3
-8.50000000000000178E-1	4.20000000000000107E0	9.77615316665814049E-3
-8.50000000000000178E-1	4.30000000000000071E0	9.77697039233848919E-3
-8.50000000000000178E-1	4.40000000000000036E0	9.77764047210427556E-3
-8.50000000000000178E-1	4.50000000000000000E0	9.77818989231462510E-3
-8.50000000000000178E-1	4.59999999999999964E0	9.77864037440896539E-3
-8.50000000000000178E-1	4.69999999999999929E0	9.77900973125426987E-3
-8.50000000000000178E-1	4.79999999999999893E0	9.77931256987436726E-3
-8.50000000000000178E-1	4.89999999999999858E0	9.77956086802516644E-3
-8.50000000000000178E-1	4.99999999999999822E0	9.77976444720030003E-3
-8.50000000000000178E-1	5.09999999999999787E0	9.77993136062945645E-3
-8.50000000000000178E-1	5.19999999999999751E0	9.78006821151793915E-3
-8.50000000000000178E-1	5.29999999999999716E0	9.78018041405103666E-3
-8.50000000000000178E-1	5.39999999999999680E0	9.78027240744352433E-3
-8.50000000000000178E-1	5.49999999999999645E0	9.78034783147348108E-3
-8.50000000000000178E-1	5.59999999999999609E0	9.78040967042457865E-3
-8.50000000000000178E-1	5.69999999999999574E0	9.78046037111896815E-3
-8.50000000000000178E-1	5.79999999999999538E0	9.78050193970175918E-3
-8.50000000000000178E-1	5.89999999999999503E0	9.78053602100029629E-3
-8.50000000000000178E-1	6.00000000000000000E0	9.78056396359457025E-3

VGS	VDS	aLookAtMe_SimWizard0..IDS.i[12, ::]
-8.00000000000000178E-1	1.00000000000000000E-1	1.20237523743253893E-3
-8.00000000000000178E-1	2.00000000000000000E-1	2.35434001350034139E-3
-8.00000000000000178E-1	3.00000000000000044E-1	3.44148166670749145E-3
-8.00000000000000178E-1	4.00000000000000000E-1	4.45260681292803273E-3
-8.00000000000000178E-1	5.00000000000000000E-1	5.38003037497035308E-3
-8.00000000000000178E-1	6.00000000000000000E-1	6.21957188974204378E-3
-8.00000000000000178E-1	7.00000000000000000E-1	6.97029433871230619E-3
-8.00000000000000178E-1	7.99999999999999911E-1	7.63404863857702054E-3
-8.00000000000000178E-1	9.00000000000000000E-1	8.21490133065301364E-3
-8.00000000000000178E-1	0.99999999999999989E0	8.71852285385880599E-3
-8.00000000000000178E-1	1.09999999999999987E0	9.15160167160074067E-3
-8.00000000000000178E-1	1.19999999999999996E0	9.52133039148967342E-3
-8.00000000000000178E-1	1.30000000000000004E0	9.83498924679858533E-3
-8.00000000000000178E-1	1.40000000000000013E0	1.00996341141933943E-2
-8.00000000000000178E-1	1.50000000000000022E0	1.03218829266543066E-2
-8.00000000000000178E-1	1.60000000000000031E0	1.05077863896278423E-2
-8.00000000000000178E-1	1.70000000000000040E0	1.06627655745094607E-2
-8.00000000000000178E-1	1.80000000000000049E0	1.07915989429497516E-2
-8.00000000000000178E-1	1.90000000000000058E0	1.08984433101617628E-2
-8.00000000000000178E-1	2.00000000000000044E0	1.09868761004801785E-2
-8.00000000000000178E-1	2.10000000000000053E0	1.10599492427770763E-2
-8.00000000000000178E-1	2.20000000000000062E0	1.11202477705405389E-2
-8.00000000000000178E-1	2.30000000000000071E0	1.11699484405788163E-2
-8.00000000000000178E-1	2.40000000000000080E0	1.12108754257240495E-2
-8.00000000000000178E-1	2.50000000000000089E0	1.12445514136223368E-2
-8.00000000000000178E-1	2.60000000000000098E0	1.12722433343218009E-2
-8.00000000000000178E-1	2.70000000000000107E0	1.12950025296803913E-2
-8.00000000000000178E-1	2.80000000000000115E0	1.13136995458500689E-2
-8.00000000000000178E-1	2.90000000000000124E0	1.13290539410202928E-2
-8.00000000000000178E-1	3.00000000000000133E0	1.13416596045259754E-2
-8.00000000000000178E-1	3.10000000000000142E0	1.13520061176311104E-2
-8.00000000000000178E-1	3.20000000000000151E0	1.13604966773864335E-2
-8.00000000000000178E-1	3.30000000000000160E0	1.13674630712721192E-2
-8.00000000000000178E-1	3.40000000000000169E0	1.13731781441081403E-2
-8.00000000000000178E-1	3.50000000000000178E0	1.13778661478060572E-2
-8.00000000000000178E-1	3.60000000000000187E0	1.13817113137746451E-2
-8.00000000000000178E-1	3.70000000000000195E0	1.13848649399505253E-2
-8.00000000000000178E-1	3.80000000000000204E0	1.13874512409301687E-2
-8.00000000000000178E-1	3.90000000000000213E0	1.13895721710990050E-2
-8.00000000000000178E-1	4.00000000000000178E0	1.13913113970321422E-2
-8.00000000000000178E-1	4.10000000000000142E0	1.13927375665221353E-2
-8.00000000000000178E-1	4.20000000000000107E0	1.13939069969619178E-2
-8.00000000000000178E-1	4.30000000000000071E0	1.13948658849974649E-2
-8.00000000000000178E-1	4.40000000000000036E0	1.13956521218795825E-2
-8.00000000000000178E-1	4.50000000000000000E0	1.13962967843250929E-2
-8.00000000000000178E-1	4.59999999999999964E0	1.13968253585187895E-2
-8.00000000000000178E-1	4.69999999999999929E0	1.13972587447744789E-2
-8.00000000000000178E-1	4.79999999999999893E0	1.13976140819935212E-2
-8.00000000000000178E-1	4.89999999999999858E0	1.13979054241306477E-2
-8.00000000000000178E-1	4.99999999999999822E0	1.13981442951568002E-2
-8.00000000000000178E-1	5.09999999999999787E0	1.13983401442915566E-2
-8.00000000000000178E-1	5.19999999999999751E0	1.13985007193934562E-2
-8.00000000000000178E-1	5.29999999999999716E0	1.13986323731988293E-2
